Four-Factor Score,NRtg_norm,SRS_norm,W,L,W/L%
-0.166393,-0.3571750375547352,-0.3605109534282035,41.0,41.0,0.5
-0.38458,-0.3770180951966649,-0.4022774663253735,40.0,42.0,0.488
-0.433853,-0.5357625563321029,-0.4989999172451353,37.0,45.0,0.451
-0.745565,-0.6151347868998218,-0.6836518690010445,32.0,50.0,0.39
-1.035533,-0.7143500751094705,-0.721021906856407,26.0,56.0,0.317
-0.834504,-0.7937223056771894,-0.8814932458823757,29.0,53.0,0.354
-0.625065,-0.8334084209610488,-0.8639073457151463,27.0,55.0,0.329
-0.720239,-0.9127806515287678,-0.892484433486894,25.0,57.0,0.305
-0.931741,-1.031838997380346,-1.0375681098665368,26.0,56.0,0.317
-0.754631,-1.1508973432319245,-1.1035152354936473,27.0,55.0,0.329
-1.094255,-1.3493279196512218,-1.3211407500631116,29.0,53.0,0.354
-1.588972,-1.964462706551044,-1.9916031939387344,15.0,67.0,0.183
-1.641023,-1.964462706551044,-1.9630261061669865,12.0,70.0,0.146
1.369319,1.6121523723368751,1.485821821110091,58.0,24.0,0.707
1.538252,1.572831582767683,1.4352687118119667,62.0,20.0,0.756
1.2606,1.3172464505679349,1.3209747255727289,57.0,25.0,0.695
1.077655,1.2189444766449544,1.2880053064652566,61.0,21.0,0.744
0.835983,1.1599632922911665,1.0616152952606124,56.0,26.0,0.683
1.162781,1.1599632922911665,1.081396946725096,52.0,30.0,0.634
0.837877,0.983019739229802,1.0572193727129493,50.0,32.0,0.61
0.736077,0.9240385548760138,0.9693009217596896,57.0,25.0,0.695
0.694335,0.7864157913838415,0.8374232453298,55.0,27.0,0.671
0.563615,0.491509869614901,0.5604801248270314,46.0,36.0,0.561
0.330308,0.4521890800457088,0.5209168218980645,43.0,39.0,0.524
0.273088,0.3342267113381326,0.4066228356588267,48.0,34.0,0.585
0.360102,0.3145663165535366,0.2219940886569811,41.0,41.0,0.5
0.496261,0.1966039478459604,0.2813390430504314,46.0,36.0,0.561
0.017905,0.1572831582767683,0.1055021411439117,42.0,40.0,0.512
0.041555,-0.1769435530613643,-0.2241920499308125,35.0,47.0,0.427
-0.264647,-0.1769435530613643,-0.1011062185962488,40.0,42.0,0.488
-0.336293,-0.1769435530613643,-0.2417757401214645,44.0,38.0,0.537
-0.406045,-0.2359247374151524,-0.3033186557887464,37.0,45.0,0.451
-0.539845,-0.3932078956919208,-0.3165064234317354,39.0,43.0,0.476
-0.661919,-0.491509869614901,-0.4395922547662991,36.0,46.0,0.439
-0.784252,-0.6684534226762653,-0.5956475052083353,32.0,50.0,0.39
-0.632614,-0.7864157913838415,-0.8308293615083053,30.0,52.0,0.366
-0.606974,-0.8650573705222258,-0.8967681997232503,34.0,48.0,0.415
-0.840198,-1.081321713152782,-1.055021411439118,24.0,58.0,0.293
-1.237186,-1.3369068453525306,-1.3803196799661794,24.0,58.0,0.293
-1.194865,-1.3369068453525306,-1.3803196799661794,22.0,60.0,0.268
-1.317332,-1.3565672401371267,-1.312182880477403,17.0,65.0,0.207
-1.294553,-1.533510793198491,-1.604511729896992,23.0,59.0,0.28
-1.478989,-1.88739789932122,-1.9517896111623685,19.0,63.0,0.232
1.543002,1.732299328249513,1.5647283877941365,50.0,16.0,0.758
1.298119,1.4657917392880495,1.5331389856179427,50.0,16.0,0.758
0.935024,1.2563929193897567,1.356238333431257,47.0,19.0,0.712
1.165482,1.2183204066809763,1.2046092029855262,46.0,20.0,0.697
1.075545,0.8947040486563419,0.7560396920835734,35.0,31.0,0.53
0.663829,0.7043414851124394,0.5622913587362509,40.0,26.0,0.606
0.51185,0.6853052287580491,0.5475496377206938,42.0,24.0,0.636
0.40544,0.6472327160492686,0.5033244746740224,36.0,30.0,0.545
0.71459,0.5710876906317076,0.665483405845151,38.0,28.0,0.576
0.312277,0.5330151779229271,0.4759469927879876,39.0,27.0,0.591
0.490509,0.5330151779229271,0.5938807609124448,40.0,26.0,0.606
0.437584,0.4187976397965856,0.5117483152543407,41.0,25.0,0.621
0.368552,0.3045801016702441,0.4127681884355999,41.0,25.0,0.621
0.223212,0.1903625635439025,0.3748609058241673,36.0,30.0,0.545
0.282815,0.1713263071895122,0.0968741666736612,37.0,29.0,0.561
0.167743,0.1332537944807317,0.1937483333473224,36.0,30.0,0.545
-0.093291,0.0571087690631707,-0.0484370833368306,31.0,35.0,0.47
0.042858,0.0571087690631707,0.1200397282695367,34.0,32.0,0.515
-0.134367,-0.0571087690631707,0.0610728442073081,33.0,33.0,0.5
-0.220414,-0.1332537944807317,-0.046331123191751,28.0,38.0,0.424
-0.366857,-0.4378338961509758,-0.3853907065495652,26.0,40.0,0.394
-0.900874,-0.7043414851124394,-0.5875628804772061,23.0,43.0,0.348
-0.576601,-0.7043414851124394,-0.7728873732442101,23.0,43.0,0.348
-0.647964,-0.7995227668843906,-0.654953605119753,21.0,45.0,0.318
-0.970346,-0.9898853304282932,-1.08246351457091,20.0,46.0,0.303
-0.994566,-1.0089215867826833,-1.092993315296308,25.0,41.0,0.379
-0.901378,-1.1421753812634152,-1.0424502718143978,22.0,44.0,0.333
-1.289245,-1.275429175744147,-1.3414966124156995,22.0,44.0,0.333
-1.144314,-1.4848279956424395,-1.5457747464884202,21.0,45.0,0.318
-2.398219,-2.893510965867318,-2.93992036253111,7.0,59.0,0.106
1.372643,1.97294323723198,2.031012819643707,60.0,22.0,0.732
1.300588,1.7313583510403086,1.5604393576060396,66.0,16.0,0.805
0.96815,1.409245169451414,1.4272581891048128,56.0,26.0,0.683
0.944219,1.3488489479034962,1.4805306565053036,58.0,24.0,0.707
0.812962,1.0669999140132134,1.191971458085979,57.0,25.0,0.695
1.112937,0.9663395447666838,0.8279429308492927,54.0,28.0,0.659
1.022573,0.926075397068072,0.9589044132088324,56.0,26.0,0.683
0.865272,0.905943323218766,0.7413751713234953,49.0,32.0,0.605
0.372602,0.724754658575013,0.8190641862825443,45.0,37.0,0.549
0.247632,0.4026414769861183,0.2774607677108889,49.0,33.0,0.598
0.42182,0.2415848861916709,0.3285135489696925,45.0,37.0,0.549
0.139712,0.1811886646437532,0.2929985707026987,47.0,35.0,0.573
0.074586,0.0805282953972236,-0.0177574891334968,44.0,38.0,0.537
0.067531,0.0603962215479177,-0.0044393722833742,45.0,37.0,0.549
-0.170122,-0.0201320738493059,0.0665905842506133,43.0,39.0,0.524
-0.110112,-0.0402641476986118,-0.1376205407846009,41.0,40.0,0.506
-0.207556,-0.1207924430958354,-0.0532724674004906,41.0,41.0,0.5
-0.116669,-0.3221131815888946,-0.4062025639287415,38.0,44.0,0.463
-0.371956,-0.3221131815888946,-0.4350584837706739,34.0,48.0,0.415
-0.043902,-0.5033018462326478,-0.4062025639287415,31.0,51.0,0.378
-0.28383,-0.5636980677805655,-0.6170727473890171,29.0,53.0,0.354
-0.803089,-0.6844905108764011,-0.5615805938468392,33.0,49.0,0.402
-0.210491,-0.7448867324243189,-0.7791098357321762,34.0,48.0,0.415
-0.817593,-0.8656791755201543,-0.9611240993505196,29.0,53.0,0.354
-0.74624,-0.8858112493694603,-0.6925420762063789,27.0,55.0,0.329
-0.847204,-1.0267357663146015,-1.0809871510016236,24.0,58.0,0.293
-1.094082,-1.0468678401639075,-0.9455862963587096,28.0,54.0,0.341
-1.258551,-1.389113095602108,-1.2763195314700893,25.0,57.0,0.305
-1.135336,-1.5099055386979436,-1.5804165328812236,20.0,62.0,0.244
-1.506493,-2.013207384930592,-2.062088425627327,21.0,61.0,0.256
1.083129,1.6331191491923234,1.672990660173182,62.0,20.0,0.756
1.169209,1.4718234307535754,1.520330262432379,57.0,25.0,0.695
0.981979,1.330689677119671,1.392764724594174,59.0,23.0,0.72
0.533168,1.0282602050470184,0.8678639049648382,54.0,28.0,0.659
0.793872,0.9879362754373316,1.076987737486486,51.0,31.0,0.622
0.857756,0.967774310632488,0.7591195120535813,56.0,26.0,0.683
0.910681,0.9476123458276444,1.0581665925595374,54.0,28.0,0.659
0.505073,0.8266405569985834,0.928509816396116,54.0,28.0,0.659
0.561269,0.7056687681695225,0.5332657729302017,48.0,34.0,0.585
0.273493,0.5645350145356179,0.6315539742153762,48.0,34.0,0.585
0.64459,0.5443730497307745,0.648283880817108,40.0,42.0,0.488
0.236568,0.5040491201210875,0.608550352637995,49.0,33.0,0.598
0.50722,0.40323929609687,0.2509485990259772,48.0,34.0,0.585
0.463532,0.3427534016823395,0.4558899548971921,50.0,32.0,0.61
0.247955,0.2822675072678089,0.1003794396103909,44.0,38.0,0.537
0.595737,-0.040323929609687,-0.1861202109442664,43.0,39.0,0.524
-0.334156,-0.1008098240242175,-0.18402897261905,38.0,44.0,0.463
-0.225251,-0.161295718438748,-0.2927733655303068,37.0,45.0,0.451
-0.367946,-0.201619648048435,-0.3304156553842034,44.0,38.0,0.537
-0.303918,-0.443563225706557,-0.2927733655303068,36.0,46.0,0.439
-0.430532,-0.5846969793404615,-0.4140651883928625,34.0,48.0,0.415
-0.393719,-0.6250209089501485,-0.4349775716450273,28.0,54.0,0.341
-0.226923,-0.7056687681695225,-0.8072179935335603,33.0,49.0,0.402
-0.368487,-0.766154662584053,-0.8636814283144051,29.0,53.0,0.354
-0.905612,-0.967774310632488,-1.0393454476325892,25.0,57.0,0.305
-0.79471,-1.1492319938760795,-1.2296481352272888,23.0,59.0,0.28
-1.302312,-1.290365747509984,-1.1146300273403824,27.0,55.0,0.329
-1.368904,-1.572633254777793,-1.311206429910731,25.0,57.0,0.305
-1.542563,-1.7742529028262282,-1.7587314315070577,15.0,67.0,0.183
-1.8002,-2.117006304508568,-2.229260054680765,19.0,63.0,0.232
1.448747,1.9962230580978235,2.0912376005271827,67.0,15.0,0.817
0.852664,1.3503861863602926,1.4206209474110731,56.0,26.0,0.683
0.9775,1.2721029291799857,1.3245201186156184,55.0,27.0,0.671
0.599295,1.1351072291144486,0.9923455147356762,60.0,22.0,0.732
0.606213,0.9393990861636816,0.852372568446644,53.0,29.0,0.646
0.602496,0.8806866432784516,0.9213144673651226,51.0,31.0,0.622
0.550426,0.7045493146227613,0.7980547086926911,56.0,26.0,0.683
0.633244,0.6849785003276846,0.756271739651189,55.0,27.0,0.671
0.291254,0.6458368717375311,0.5118413707584014,49.0,33.0,0.598
0.73041,0.6262660574424546,0.5306437068270774,50.0,32.0,0.61
0.27128,0.6066952431473778,0.7019538798972361,50.0,32.0,0.61
0.44613,0.4501287287867641,0.5160196676625517,45.0,37.0,0.549
0.208491,0.1761373286556903,0.2360737750844871,45.0,37.0,0.549
0.363724,0.1369957000655369,0.0355155236852768,46.0,36.0,0.561
0.033439,0.0978540714753835,-0.0188023360686759,41.0,41.0,0.5
0.131599,0.0587124428852301,-0.0480504143977274,38.0,44.0,0.463
0.408778,0.0391416285901534,0.1483295400973326,38.0,44.0,0.463
-0.071274,0.0391416285901534,-0.0835659380830043,40.0,42.0,0.488
-0.316477,-0.1761373286556903,-0.0793876411788541,39.0,43.0,0.476
0.013595,-0.2152789572458437,-0.2903916348384399,32.0,50.0,0.39
-0.528208,-0.5479828002621476,-0.6100313480059314,37.0,45.0,0.451
-0.518001,-0.5871244288523011,-0.6539034654995087,38.0,44.0,0.463
-0.044892,-0.6654076860326079,-0.718667067513837,33.0,49.0,0.402
-0.644621,-0.7241201289178381,-0.641368574787058,30.0,52.0,0.366
-0.360105,-0.7632617575079914,-0.641368574787058,29.0,53.0,0.354
-1.001462,-1.1938196719996788,-1.2263301413680885,25.0,57.0,0.305
-1.089238,-1.4090986292455223,-1.2890045949303417,21.0,61.0,0.256
-1.470508,-1.820085729442133,-1.6713187616600862,16.0,66.0,0.195
-1.341552,-1.820085729442133,-1.8885902006758968,18.0,64.0,0.22
-1.782943,-1.976652243802747,-1.9846910294713525,17.0,65.0,0.207
1.900365,2.1199572401943207,2.0900781579336005,67.0,15.0,0.817
1.452891,2.0073931389450648,2.1104096575243942,73.0,9.0,0.89
1.087932,1.4070512656156997,1.441503320987279,55.0,27.0,0.671
0.886196,1.2006837466587303,1.108066727698261,57.0,25.0,0.695
0.900059,0.9005128099940477,0.8295251833043862,56.0,26.0,0.683
0.829764,0.8442307593694198,0.839690933099783,53.0,29.0,0.646
0.313047,0.6941452910370786,0.709569335718703,48.0,34.0,0.585
0.396391,0.6003418733293652,0.5774145883785433,48.0,34.0,0.585
0.72966,0.5440598227047372,0.4798233903427331,48.0,34.0,0.585
0.280338,0.3752136708308532,0.3740995924706055,40.0,42.0,0.488
0.55753,0.3189316202062252,0.3049724938619066,48.0,34.0,0.585
0.304116,0.3189316202062252,0.3293702933708592,45.0,37.0,0.549
-0.093921,0.1500854683323413,0.199248695989779,44.0,38.0,0.537
0.451896,0.1125641012492559,0.0874254482404132,44.0,38.0,0.537
-0.025904,0.0375213670830853,0.0691270986086988,41.0,41.0,0.5
0.041132,-0.0562820506246279,-0.0040662999181587,42.0,40.0,0.512
-0.101423,-0.0938034177077133,-0.1016574979539688,41.0,41.0,0.5
-0.277807,-0.2814102531231399,-0.2968398940255891,42.0,40.0,0.512
-0.398649,-0.3189316202062252,-0.3415691931253354,35.0,47.0,0.427
-0.434685,-0.4502564049970238,-0.4716907905064156,33.0,49.0,0.402
-0.442178,-0.4502564049970238,-0.4350940912429868,42.0,40.0,0.512
-0.491675,-0.5628205062462799,-0.5570830887877496,32.0,50.0,0.39
-0.45082,-0.6191025568709078,-0.5713151385013052,33.0,49.0,0.402
-0.378035,-0.6753846074955359,-0.6872046861688297,29.0,53.0,0.354
-0.580062,-0.7316666581201637,-0.7238013854322586,30.0,52.0,0.366
-0.684805,-0.8254700758278771,-0.8091936837135923,33.0,49.0,0.402
-1.362359,-1.275726480824901,-1.284950774138167,23.0,59.0,0.28
-1.032879,-1.4445726326987849,-1.4476027708645172,21.0,61.0,0.256
-1.56249,-1.8760683541542664,-1.813569763498805,17.0,65.0,0.207
-1.813626,-1.9511110883204368,-2.016884759406743,10.0,72.0,0.122
1.753046,2.638425123921754,2.7078796395968574,67.0,15.0,0.817
1.421503,1.7286233570521836,1.7010732890154707,61.0,21.0,0.744
0.754879,1.2964675177891378,1.3933054709467532,55.0,27.0,0.671
0.913054,1.023526987728267,0.8708159193417206,51.0,31.0,0.622
0.804978,1.023526987728267,1.0545222913672343,51.0,31.0,0.622
0.921041,0.978036899384788,0.9543188157169542,51.0,31.0,0.622
0.261514,0.7505864576673955,0.6847237502769147,51.0,31.0,0.622
0.321269,0.6368612368086992,0.5368043338407867,53.0,29.0,0.646
0.070993,0.4321558392630459,0.3244683973437644,49.0,33.0,0.598
0.25576,0.2501954858891319,0.1837063720255136,41.0,41.0,0.5
0.280012,0.181960353373914,0.2719808624793319,47.0,35.0,0.573
0.160446,0.1364702650304355,0.229036515772069,43.0,39.0,0.524
-0.163504,0.1137252208586963,0.1670057927504669,40.0,42.0,0.488
0.17342,0.090980176686957,0.0071573911178771,41.0,41.0,0.5
0.33067,0.0454900883434785,-0.0167005792750467,36.0,46.0,0.439
-0.06737,-0.0454900883434785,-0.1526910105147126,42.0,40.0,0.512
-0.063522,-0.0454900883434785,-0.1073608667681573,42.0,40.0,0.512
-0.131455,-0.1137252208586963,-0.0548733319037248,41.0,41.0,0.5
0.101146,-0.181960353373914,-0.2934530358329634,43.0,39.0,0.524
0.064142,-0.2501954858891319,-0.3077678180687177,37.0,45.0,0.451
-0.292407,-0.2729405300608711,-0.1526910105147126,31.0,51.0,0.378
-0.18182,-0.5003909717782637,-0.4031996996404131,34.0,48.0,0.415
-0.458953,-0.7278414134956563,-0.6036066509409734,33.0,49.0,0.402
-0.794127,-0.8643116785260918,-0.9233034542061532,31.0,51.0,0.378
-0.852317,-0.9098017668695704,-0.7849272259271949,32.0,50.0,0.39
-0.867078,-1.2737224736173984,-1.226299678196286,24.0,58.0,0.293
-1.055326,-1.2964675177891378,-1.3909196739074607,28.0,54.0,0.341
-1.188578,-1.501172915334791,-1.608027204483068,20.0,62.0,0.244
-1.079186,-1.5466630036782696,-1.5770118429722668,29.0,53.0,0.354
-1.392224,-1.5921530920217482,-1.5006663377149103,26.0,56.0,0.317
1.573679,1.894157044543036,1.917860395183075,65.0,17.0,0.793
1.216098,1.739981471149998,1.702947902665605,59.0,23.0,0.72
0.895572,1.2994798328841757,1.3525470996479907,58.0,24.0,0.707
0.948049,0.9911286860981,1.0441943929924902,48.0,34.0,0.585
0.813401,0.9911286860981,1.0044823019838272,52.0,30.0,0.634
0.649718,0.8149280307917712,0.7545297291645958,55.0,27.0,0.671
0.941134,0.770877866965189,0.7989138308801603,48.0,34.0,0.585
0.76931,0.6827775393120246,0.67510554714727,47.0,35.0,0.573
0.37487,0.5946772116588601,0.607361391897198,49.0,33.0,0.598
0.580298,0.5065768840056956,0.5489612580609289,47.0,35.0,0.573
0.110061,0.3303762286993667,0.3667528404917695,46.0,36.0,0.561
0.326224,0.3083511467860755,0.2756486317071898,48.0,34.0,0.585
0.146206,0.2863260648727845,0.3457287923107126,48.0,34.0,0.585
0.036988,0.2202508191329111,0.1378243158535949,50.0,32.0,0.61
0.070426,0.1321504914797466,0.1238082837328903,43.0,39.0,0.524
0.100709,0.1101254095664555,0.0350400803017614,44.0,38.0,0.537
0.589497,0.0660752457398733,0.0163520374741553,36.0,46.0,0.439
0.014823,0.0220250819132911,0.0350400803017614,42.0,40.0,0.512
0.262127,-0.0220250819132911,-0.0607361391897197,39.0,43.0,0.476
-0.025165,-0.0660752457398733,-0.1051202409052842,44.0,38.0,0.537
-0.173613,-0.3303762286993667,-0.3363847708969096,35.0,47.0,0.427
-0.561499,-0.7048026212253157,-0.6307214454317055,24.0,58.0,0.293
-0.8837,-0.7929029488784801,-0.8246098897681187,29.0,53.0,0.354
-1.06775,-0.8149280307917712,-0.8573139647164293,28.0,54.0,0.341
-1.049406,-1.0792290137512646,-1.1493146338977744,25.0,57.0,0.305
-1.096741,-1.2334045871443022,-1.2380828373289032,24.0,58.0,0.293
-1.354971,-1.4316303243639223,-1.357219110354892,22.0,60.0,0.268
-1.115957,-1.563780815843669,-1.5978276617603206,27.0,55.0,0.329
-1.319551,-1.6298560615835425,-1.5417635332775022,27.0,55.0,0.329
-1.770836,-2.0703576998493647,-2.05568471103667,21.0,61.0,0.256
1.611535,1.768461660917355,1.7090632914919848,60.0,22.0,0.732
1.064847,1.3160644918454734,1.3646997924600175,57.0,25.0,0.695
1.062054,1.2338104611051313,1.167009635608333,58.0,24.0,0.707
1.107064,1.069302399624447,1.122369922770856,50.0,32.0,0.61
0.583158,0.987048368884105,1.0543475032089855,53.0,29.0,0.646
0.754564,0.904794338143763,0.8290232384102911,49.0,33.0,0.598
0.675935,0.8636673227735919,0.9416853708096384,53.0,29.0,0.646
0.665269,0.8431038150885063,0.890668556138236,54.0,28.0,0.659
0.609986,0.6991592612929077,0.5866933687211291,48.0,34.0,0.585
0.833777,0.6785957536078221,0.7567494176258043,49.0,33.0,0.598
0.651361,0.5346511998122235,0.4782826375443987,51.0,31.0,0.622
0.515459,0.3495796306464538,0.382626110035519,48.0,34.0,0.585
0.066753,0.1850715691657697,0.2317013666326198,48.0,34.0,0.585
0.185817,0.1645080614806841,0.0595196171166362,42.0,40.0,0.512
0.021028,-0.0205635076850855,-0.0850280244523375,42.0,40.0,0.512
-0.058524,-0.041127015370171,-0.1190392342332725,41.0,41.0,0.5
0.05404,-0.0616905230552565,-0.0956565275088797,39.0,43.0,0.476
-0.044855,-0.2261985845359407,-0.1721817495159835,39.0,43.0,0.476
-0.158238,-0.2261985845359407,-0.280592480692714,39.0,43.0,0.476
-0.255155,-0.2467620922210262,-0.2338270672439283,33.0,49.0,0.402
-0.153164,-0.2673255999061117,-0.1849359531838341,33.0,49.0,0.402
-0.189528,-0.3084526152762828,-0.2168214623534607,36.0,46.0,0.439
-0.301385,-0.3495796306464538,-0.2827181813040224,37.0,45.0,0.451
-0.56522,-0.5552147074973091,-0.4421457271521553,33.0,49.0,0.402
-0.59085,-0.5757782151823946,-0.7014812017317849,32.0,50.0,0.39
-1.295099,-1.1926834457349602,-1.288174570452914,29.0,53.0,0.354
-1.56367,-1.727334645547184,-1.768582908608621,22.0,60.0,0.268
-1.506889,-1.891842707027868,-1.898250645898436,17.0,65.0,0.207
-2.088366,-1.891842707027868,-1.830228226336566,19.0,63.0,0.232
-1.691702,-2.0357872608234664,-1.9960328740186244,19.0,63.0,0.232
1.850111,1.9901159761379448,1.9544981883090315,56.0,17.0,0.767
1.002041,1.3197611210177946,1.2109165183678696,48.0,24.0,0.667
1.041615,1.3197611210177946,1.3833111513430552,49.0,23.0,0.681
0.981663,1.2778639425727851,1.2399951311588646,53.0,19.0,0.736
1.243622,1.1940695856827668,1.3043834880532112,52.0,19.0,0.732
0.927348,1.047429461125234,1.0115203163724742,43.0,32.0,0.573
0.589536,0.6284576766751404,0.5379543366334103,44.0,29.0,0.603
0.351997,0.586560498230131,0.6501147002558202,44.0,28.0,0.611
0.461503,0.5027661413401122,0.5234150302379128,44.0,28.0,0.611
0.641314,0.4818175521176076,0.4673348484267078,43.0,30.0,0.589
0.365809,0.4399203736725983,0.4881052861345615,46.0,27.0,0.63
0.27725,0.4189717844500936,0.338558134638015,45.0,28.0,0.616
0.359712,0.4189717844500936,0.4839511985929908,44.0,28.0,0.611
0.20797,0.062845767667514,0.1163144511639806,34.0,39.0,0.466
-0.059292,-0.125691535335028,-0.2097814208493221,35.0,37.0,0.486
0.040192,-0.2094858922250468,-0.1931650706830392,33.0,40.0,0.452
0.081392,-0.2304344814475515,-0.1350078451010489,32.0,39.0,0.451
-0.103333,-0.2304344814475515,-0.1890109831414685,34.0,39.0,0.466
-0.123214,-0.2304344814475515,-0.1266996700179074,35.0,39.0,0.473
-0.106158,-0.2513830706700561,-0.1142374073931952,30.0,42.0,0.417
-0.367011,-0.4189717844500936,-0.3302499595548735,31.0,41.0,0.431
-0.943094,-0.649406265897645,-0.8308175083141472,22.0,43.0,0.338
-0.682625,-0.7750978012326731,-0.9097451716039912,20.0,46.0,0.303
-0.776939,-0.8588921581226917,-0.8349715958557179,19.0,45.0,0.297
-0.808002,-0.9636351042352151,-1.088370935891533,25.0,47.0,0.347
-0.864088,-1.361658299462804,-1.395773413967767,21.0,45.0,0.318
-1.145873,-1.4664012455753277,-1.4601617708621135,23.0,42.0,0.354
-1.624283,-1.5920927809103556,-1.6014007472755187,20.0,47.0,0.299
-1.362263,-1.6549385485778696,-1.613863009900231,19.0,46.0,0.292
-1.456901,-1.8015786731354024,-1.6865595418777186,15.0,50.0,0.231
